Data,Produto,Categoria,Quantidade Vendida,Preço Unitário,Total de Vendas,Loja,ID
7/31/2024,Smartfone A,Celular,57,2200,149600,Loja 2,1649
6/13/2024,Tablet B,Celular,57,1000,92000,Loja 2,1650
7/8/2024,Tablet A,Celular,57,1100,20900,Loja 2,1651
10/9/2024,Smartfone B,Celular,57,2000,14000,Loja 2,1652
2/5/2025,Smartfone B,Celular,57,2000,104000,Loja 2,1653
7/18/2024,Smartfone A,Celular,57,2200,74800,Loja 2,1654
8/5/2024,Notebook A,Computadores,57,3000,15000,Loja 2,1655
9/20/2024,Tablet A,Celular,57,1100,33000,Loja 2,1656
1/7/2025,Smartfone B,Celular,57,2000,116000,Loja 2,1657
12/12/2024,Tablet B,Celular,57,1000,92000,Loja 2,1658
4/19/2025,Tablet B,Celular,57,1000,20000,Loja 2,1659
12/9/2024,Notebook A,Computadores,57,3000,273000,Loja 2,1660
11/25/2024,Notebook B,Computadores,57,2500,210000,Loja 2,1661
12/4/2024,Notebook A,Computadores,57,3000,264000,Loja 2,1662
10/12/2024,Tablet B,Celular,57,1000,27000,Loja 2,1663
3/6/2025,Tablet B,Celular,57,1000,80000,Loja 2,1664
6/26/2024,Tablet B,Celular,57,1000,91000,Loja 2,1665
12/18/2024,Smartfone A,Celular,58,2200,171600,Loja 2,1666
12/2/2024,Smartfone B,Celular,58,2000,136000,Loja 2,1667
5/25/2024,Smartfone B,Celular,58,2000,108000,Loja 2,1668
12/10/2024,Tablet B,Celular,58,1000,98000,Loja 2,1669
8/10/2024,Smartfone B,Celular,58,2000,196000,Loja 2,1670
12/19/2024,Notebook B,Computadores,58,2500,90000,Loja 2,1671
3/29/2025,Smartfone B,Celular,58,2000,184000,Loja 2,1672
11/23/2024,Tablet B,Celular,58,1000,28000,Loja 2,1673
11/26/2024,Notebook A,Computadores,58,3000,273000,Loja 2,1674
12/28/2024,Tablet B,Celular,58,1000,55000,Loja 2,1675
11/14/2024,Tablet B,Celular,58,1000,52000,Loja 2,1676
5/3/2024,Tablet A,Celular,58,1100,56100,Loja 2,1677
7/30/2024,Notebook A,Computadores,58,3000,114000,Loja 2,1678
5/10/2024,Smartfone B,Celular,58,,0,Loja 2,1679
6/6/2024,Notebook B,Computadores,58,2500,155000,Loja 2,1680
11/7/2024,Smartfone B,Celular,58,2000,102000,Loja 2,1681
6/26/2024,Tablet A,Celular,58,1100,25300,Loja 2,1682
5/3/2024,Tablet A,Celular,58,1100,27500,Loja 2,1683
6/23/2024,Tablet A,Celular,58,1100,8800,Loja 2,1684
5/5/2024,Notebook B,Computadores,58,2500,217500,Loja 2,1685
3/28/2025,Smartfone B,Celular,58,2000,190000,Loja 2,1686
5/22/2024,Notebook B,Computadores,58,2500,145000,Loja 2,1687
1/22/2025,Notebook B,Computadores,58,2500,245000,Loja 2,1688
2/5/2025,Tablet A,Celular,58,1100,66000,Loja 2,1689
11/10/2024,Smartfone A,Celular,58,2200,149600,Loja 2,1690
1/11/2025,Smartfone B,Celular,58,2000,194000,Loja 2,1691
7/17/2024,Smartfone B,Celular,58,2000,28000,Loja 2,1692
2/4/2025,Smartfone B,Celular,59,2000,20000,Loja 2,1693
9/24/2024,Tablet B,Celular,59,1000,86000,Loja 2,1694
7/6/2024,Smartfone A,Celular,59,2200,88000,Loja 2,1695
10/8/2024,Tablet B,Celular,59,1000,61000,Loja 2,1696
3/7/2025,Tablet B,Celular,59,1000,93000,Loja 2,1697
5/15/2024,Notebook A,Computadores,59,3000,258000,Loja 2,1698
9/4/2024,Tablet B,Celular,59,1000,41000,Loja 2,1699
5/19/2024,Tablet B,Celular,59,1000,73000,Loja 2,1700
7/9/2024,Tablet A,Celular,59,1100,15400,Loja 2,1701
5/24/2024,Smartfone B,Celular,59,2000,148000,Loja 2,1702
1/16/2025,Tablet B,Celular,59,1000,46000,Loja 2,1703
3/1/2025,Tablet B,Celular,59,1000,81000,Loja 2,1704
4/18/2025,Smartfone B,Celular,59,2000,62000,Loja 2,1705
10/5/2024,Tablet A,Celular,59,1100,69300,Loja 2,1706
9/1/2024,Tablet B,Celular,59,1000,38000,Loja 2,1707
7/26/2024,Tablet B,Celular,59,1000,55000,Loja 2,1708
5/28/2024,Tablet B,Celular,59,1000,69000,Loja 2,1709
9/29/2024,Tablet C,Celular,59,800,14400,Loja 2,1710
8/25/2024,Tablet B,Celular,59,1000,55000,Loja 2,1711
4/7/2025,Notebook B,Computadores,59,2500,210000,Loja 2,1712
9/25/2024,Smartfone B,Celular,59,2000,68000,Loja 2,1713
5/27/2024,Smartfone B,Celular,59,2000,110000,Loja 2,1714
11/4/2024,Notebook A,Computadores,59,3000,102000,Loja 2,1715
3/16/2025,Notebook B,Computadores,59,2500,132500,Loja 2,1716
5/10/2024,Tablet B,Celular,59,1000,56000,Loja 2,1717
12/14/2024,Smartfone B,Celular,59,2000,62000,Loja 2,1718
11/13/2024,Smartfone B,Celular,59,2000,24000,Loja 2,1719
5/2/2025,Tablet B,Celular,59,1000,78000,Loja 2,1720
2/7/2025,Tablet A,Celular,59,1100,82500,Loja 2,1721
2/21/2025,Smartfone B,Celular,59,2000,82000,Loja 2,1722
2/6/2025,Notebook B,Computadores,59,2500,167500,Loja 2,1723
10/28/2024,Tablet C,Celular,59,800,30400,Loja 2,1724
8/19/2024,Smartfone B,Celular,59,2000,148000,Loja 2,1725
12/17/2024,Smartfone B,Celular,59,2000,138000,Loja 2,1726
6/11/2024,Tablet B,Celular,59,1000,47000,Loja 2,1727
5/22/2024,Smartfone B,Celular,59,2000,40000,Loja 2,1728
3/3/2025,Smartfone B,Celular,59,2000,94000,Loja 2,1729
10/19/2024,Notebook A,Computadores,59,3000,99000,Loja 2,1730
9/13/2024,Tablet A,Celular,60,1100,51700,Loja 2,1731
12/19/2024,Notebook B,Computadores,60,2500,187500,Loja 2,1732
3/13/2025,Notebook B,Computadores,60,2500,245000,Loja 2,1733
1/8/2025,Notebook B,Computadores,60,2500,57500,Loja 2,1734
9/24/2024,Smartfone B,Celular,60,2000,156000,Loja 2,1735
10/13/2024,Notebook B,Computadores,60,2500,210000,Loja 2,1736
1/22/2025,Tablet A,Celular,60,1100,59400,Loja 2,1737
4/1/2025,Tablet A,Celular,60,1100,88000,Loja 2,1738
12/7/2024,Tablet B,Celular,60,1000,20000,Loja 2,1739
5/26/2024,Notebook B,Computadores,60,2500,15000,Loja 2,1740
4/2/2025,Tablet B,Celular,60,1000,58000,Loja 2,1741
7/24/2024,Tablet A,Celular,60,1100,68200,Loja 2,1742
8/5/2024,Tablet B,Celular,60,1000,83000,Loja 2,1743
1/30/2025,Tablet B,Celular,60,1000,45000,Loja 2,1744
3/2/2025,Tablet A,Celular,60,1100,78100,Loja 2,1745
3/28/2025,Smartfone B,Celular,60,2000,2000,Loja 2,1746
12/7/2024,Tablet C,Celular,60,800,36800,Loja 2,1747
8/3/2024,Tablet B,Celular,60,1000,77000,Loja 2,1748
7/22/2024,Tablet B,Celular,60,1000,98000,Loja 2,1749
1/11/2025,Tablet B,Celular,60,1000,29000,Loja 2,1750
7/5/2024,Smartfone B,Celular,60,2000,68000,Loja 2,1751
1/2/2025,Tablet A,Celular,60,1100,85800,Loja 2,1752
6/28/2024,Tablet B,Celular,61,1000,24000,Loja 2,1753
8/30/2024,Tablet B,Celular,61,1000,59000,Loja 2,1754
3/21/2025,Tablet A,Celular,61,1100,40700,Loja 2,1755
8/23/2024,Notebook A,Computadores,61,3000,24000,Loja 2,1756
2/13/2025,Smartfone B,Celular,61,2000,110000,Loja 2,1757
5/23/2024,Smartfone B,Celular,61,2000,130000,Loja 2,1758
1/22/2025,Tablet B,Celular,61,1000,73000,Loja 2,1759
6/19/2024,Tablet B,Celular,61,1000,92000,Loja 2,1760
8/9/2024,Smartfone B,Celular,61,2000,154000,Loja 2,1761
6/28/2024,Tablet C,Celular,61,800,70400,Loja 2,1762
7/5/2024,Tablet B,Celular,61,1000,85000,Loja 2,1763
2/5/2025,Tablet A,Celular,61,1100,64900,Loja 2,1764
5/9/2024,Smartfone B,Celular,61,2000,172000,Loja 2,1765
9/27/2024,Notebook B,Computadores,61,2500,240000,Loja 2,1766
10/29/2024,Tablet B,Celular,61,1000,40000,Loja 2,1767
2/10/2025,Smartfone A,Celular,61,2200,0,Loja 2,1768
10/22/2024,Tablet B,Celular,61,1000,8000,Loja 2,1769
4/19/2025,Tablet C,Celular,61,800,53600,Loja 2,1770
3/1/2025,Tablet B,Celular,61,1000,48000,Loja 2,1771
10/30/2024,Tablet A,Celular,61,1100,73700,Loja 2,1772
6/25/2024,Tablet A,Celular,61,1100,45100,Loja 2,1773
9/18/2024,Notebook B,Computadores,61,2500,150000,Loja 2,1774
12/28/2024,Tablet A,Celular,61,1100,79200,Loja 2,1775
3/7/2025,Tablet A,Celular,61,1100,5500,Loja 2,1776
5/7/2024,Notebook B,Computadores,61,2500,27500,Loja 2,1777
5/19/2024,Tablet B,Celular,61,1000,63000,Loja 2,1778
9/13/2024,Tablet B,Celular,62,1000,97000,Loja 2,1779
9/9/2024,Tablet B,Celular,62,1000,47000,Loja 2,1780
8/30/2024,Tablet A,Celular,62,1100,7700,Loja 2,1781
7/26/2024,Tablet B,Celular,62,1000,61000,Loja 2,1782
4/3/2025,Smartfone B,Celular,62,2000,38000,Loja 2,1783
7/22/2024,Tablet A,Celular,62,1100,99000,Loja 2,1784
10/26/2024,Tablet B,Celular,62,1000,91000,Loja 2,1785
5/19/2024,Tablet A,Celular,62,1100,33000,Loja 2,1786
4/1/2025,Tablet C,Celular,62,800,36000,Loja 2,1787
1/22/2025,Smartfone B,Celular,62,2000,104000,Loja 2,1788
10/13/2024,Smartfone B,Celular,62,2000,108000,Loja 2,1789
8/25/2024,Notebook B,Computadores,62,2500,32500,Loja 2,1790
1/20/2025,Tablet A,Celular,62,1100,73700,Loja 2,1791
1/10/2025,Tablet B,Celular,62,1000,59000,Loja 2,1792
9/20/2024,Tablet B,Celular,62,1000,60000,Loja 2,1793
8/31/2024,Smartfone B,Celular,62,2000,154000,Loja 2,1794
7/17/2024,Notebook B,Computadores,62,2500,30000,Loja 2,1795
10/30/2024,Tablet B,Celular,62,1000,45000,Loja 2,1796
5/18/2024,Tablet B,Celular,62,1000,29000,Loja 2,1797
7/13/2024,Tablet A,Celular,62,1100,84700,Loja 2,1798
3/19/2025,Tablet A,Celular,62,1100,99000,Loja 2,1799
3/19/2025,Tablet A,Celular,62,1100,72600,Loja 2,1800
10/24/2024,Tablet B,Celular,62,1000,56000,Loja 2,1801
5/31/2024,Tablet B,Celular,62,1000,97000,Loja 2,1802
8/6/2024,Tablet A,Celular,62,1100,56100,Loja 2,1803
12/5/2024,Tablet A,Celular,62,1100,68200,Loja 2,1804
7/10/2024,Notebook A,Computadores,62,3000,153000,Loja 2,1805
5/20/2024,Notebook B,Computadores,62,2500,30000,Loja 2,1806
12/14/2024,Smartfone A,Celular,62,2200,105600,Loja 2,1807
12/14/2024,Notebook B,Computadores,62,2500,242500,Loja 2,1808
12/15/2024,Notebook B,Computadores,62,2500,70000,Loja 2,1809
3/29/2025,Smartfone B,Celular,62,2000,178000,Loja 2,1810
8/23/2024,Tablet B,Celular,62,1000,59000,Loja 2,1811
2/26/2025,Tablet A,Celular,63,1100,57200,Loja 2,1812
3/12/2025,Smartfone B,Celular,63,2000,74000,Loja 2,1813
1/25/2025,Smartfone A,Celular,63,2200,35200,Loja 2,1814
11/4/2024,Tablet A,Celular,63,1100,89100,Loja 2,1815
10/5/2024,Tablet B,Celular,63,1000,86000,Loja 2,1816
9/23/2024,Tablet B,Celular,63,1000,83000,Loja 2,1817
4/12/2025,Notebook B,Computadores,63,2500,32500,Loja 2,1818
12/30/2024,Tablet A,Celular,63,1100,49500,Loja 2,1819
2/20/2025,Smartfone B,Celular,63,2000,26000,Loja 2,1820
4/15/2025,Notebook B,Computadores,63,2500,222500,Loja 2,1821
1/25/2025,Tablet A,Celular,63,1100,67100,Loja 2,1822
3/13/2025,Smartfone B,Celular,63,2000,150000,Loja 2,1823
7/29/2024,Tablet C,Celular,63,800,12800,Loja 2,1824
2/5/2025,Smartfone B,Celular,63,2000,182000,Loja 2,1825
8/5/2024,Smartfone B,Celular,63,2000,146000,Loja 2,1826
5/2/2025,Notebook B,Computadores,63,2500,240000,Loja 2,1827
11/27/2024,Tablet A,Celular,63,1100,25300,Loja 2,1828
8/11/2024,Tablet C,Celular,63,800,73600,Loja 2,1829
10/25/2024,Tablet B,Celular,63,1000,85000,Loja 2,1830
8/21/2024,Notebook B,Computadores,63,2500,207500,Loja 2,1831
3/24/2025,Notebook B,Computadores,63,2500,97500,Loja 2,1832
9/30/2024,Smartfone A,Celular,63,2200,156200,Loja 2,1833
1/9/2025,Notebook B,Computadores,63,2500,202500,Loja 2,1834
9/18/2024,Smartfone B,Celular,63,2000,100000,Loja 2,1835
10/2/2024,Tablet A,Celular,63,1100,52800,Loja 2,1836
6/22/2024,Tablet B,Celular,63,1000,3000,Loja 2,1837
1/27/2025,Tablet B,Celular,64,1000,52000,Loja 2,1838
2/13/2025,Tablet A,Celular,64,1100,16500,Loja 2,1839
12/3/2024,Tablet A,Celular,64,1100,28600,Loja 2,1840
6/2/2024,Tablet A,Celular,64,1100,40700,Loja 2,1841
5/27/2024,Tablet A,Celular,64,1100,26400,Loja 2,1842
5/8/2024,Smartfone B,Celular,64,2000,16000,Loja 2,1843
6/29/2024,Tablet B,Celular,64,1000,1000,Loja 2,1844
6/12/2024,Notebook B,Computadores,64,2500,77500,Loja 2,1845
7/31/2024,Tablet B,Celular,64,1000,38000,Loja 2,1846
2/10/2025,Smartfone B,Celular,64,2000,150000,Loja 2,1847
3/22/2025,Tablet B,Celular,64,1000,90000,Loja 2,1848
7/9/2024,Tablet A,Celular,64,1100,57200,Loja 2,1849
1/18/2025,Tablet A,Celular,64,1100,44000,Loja 2,1850
11/4/2024,Tablet B,Celular,64,1000,75000,Loja 2,1851
12/29/2024,Tablet A,Celular,64,1100,81400,Loja 2,1852
10/17/2024,Notebook A,Computadores,64,3000,171000,Loja 2,1853
2/23/2025,Smartfone B,Celular,64,2000,58000,Loja 2,1854
7/11/2024,Notebook B,Computadores,64,2500,110000,Loja 2,1855
9/1/2024,Tablet A,Celular,64,,0,Loja 2,1856
11/6/2024,Notebook B,Computadores,64,2500,172500,Loja 2,1857
10/9/2024,Tablet B,Celular,64,1000,8000,Loja 2,1858
4/9/2025,Tablet A,Celular,64,1100,83600,Loja 2,1859
11/21/2024,Notebook A,Computadores,64,3000,63000,Loja 2,1860
5/28/2024,Tablet B,Celular,64,1000,23000,Loja 2,1861
10/31/2024,Smartfone A,Celular,64,2200,15400,Loja 2,1862
6/17/2024,Smartfone B,Celular,64,2000,6000,Loja 2,1863
4/15/2025,Tablet A,Celular,64,1100,88000,Loja 2,1864
4/22/2025,Smartfone A,Celular,64,2200,2200,Loja 2,1865
5/28/2024,Tablet A,Celular,64,1100,9900,Loja 2,1866
4/17/2025,Tablet B,Celular,64,1000,93000,Loja 2,1867
11/3/2024,Tablet B,Celular,64,1000,98000,Loja 2,1868
8/9/2024,Notebook B,Computadores,64,2500,212500,Loja 2,1869
12/15/2024,Smartfone B,Celular,64,2000,174000,Loja 2,1870
6/26/2024,Tablet B,Celular,65,1000,39000,Loja 2,1871
7/20/2024,Tablet A,Celular,65,1100,82500,Loja 2,1872
7/2/2024,Smartfone B,Celular,65,2000,154000,Loja 2,1873
2/14/2025,Smartfone B,Celular,65,2000,58000,Loja 2,1874
10/11/2024,Tablet A,Celular,65,1100,80300,Loja 2,1875
10/29/2024,Notebook B,Computadores,65,2500,205000,Loja 2,1876
12/2/2024,Smartfone A,Celular,65,2200,85800,Loja 2,1877
3/4/2025,Smartfone B,Celular,65,2000,4000,Loja 2,1878
6/21/2024,Tablet A,Celular,65,1100,97900,Loja 2,1879
7/6/2024,Tablet B,Celular,65,1000,5000,Loja 2,1880
4/19/2025,Tablet B,Celular,65,1000,3000,Loja 2,1881
5/21/2024,Tablet C,Celular,65,800,800,Loja 2,1882
3/3/2025,Notebook A,Computadores,65,3000,216000,Loja 2,1883
6/10/2024,Smartfone B,Celular,65,2000,32000,Loja 2,1884
4/14/2025,Tablet A,Celular,65,1100,53900,Loja 2,1885
8/26/2024,Smartfone A,Celular,65,2200,140800,Loja 2,1886
9/24/2024,Tablet B,Celular,65,1000,88000,Loja 2,1887
4/8/2025,Tablet A,Celular,65,1100,27500,Loja 2,1888
10/6/2024,Tablet B,Celular,65,1000,90000,Loja 2,1889
6/6/2024,Tablet B,Celular,65,1000,4000,Loja 2,1890
2/16/2025,Tablet A,Celular,65,1100,100100,Loja 2,1891
7/10/2024,Smartfone B,Celular,65,2000,100000,Loja 2,1892
2/1/2025,Tablet B,Celular,66,1000,93000,Loja 2,1893
1/23/2025,Smartfone B,Celular,66,2000,48000,Loja 2,1894
7/6/2024,Tablet B,Celular,66,1000,29000,Loja 2,1895
7/12/2024,Tablet B,Celular,66,1000,16000,Loja 2,1896
8/3/2024,Tablet B,Celular,66,1000,69000,Loja 2,1897
10/11/2024,Tablet B,Celular,66,1000,37000,Loja 2,1898
1/25/2025,Notebook B,Computadores,66,2500,22500,Loja 2,1899
2/4/2025,Tablet A,Celular,66,1100,50600,Loja 2,1900
7/19/2024,Tablet C,Celular,66,800,4800,Loja 2,1901
6/3/2024,Smartfone B,Celular,66,2000,8000,Loja 2,1902
2/27/2025,Tablet C,Celular,66,800,37600,Loja 2,1903
7/15/2024,Tablet A,Celular,66,1100,36300,Loja 2,1904
7/31/2024,Tablet B,Celular,66,1000,6000,Loja 2,1905
2/2/2025,Notebook B,Computadores,66,2500,222500,Loja 2,1906
4/29/2025,Notebook B,Computadores,66,2500,142500,Loja 2,1907
4/29/2025,Tablet B,Celular,66,1000,47000,Loja 2,1908
1/17/2025,Notebook B,Computadores,66,2500,230000,Loja 2,1909
12/13/2024,Tablet B,Celular,66,1000,91000,Loja 2,1910
12/10/2024,Tablet B,Celular,66,1000,60000,Loja 2,1911
8/1/2024,Tablet B,Celular,66,1000,28000,Loja 2,1912
2/21/2025,Tablet B,Celular,66,1000,76000,Loja 2,1913
6/21/2024,Notebook B,Computadores,66,2500,25000,Loja 2,1914
10/15/2024,Notebook B,Computadores,66,2500,167500,Loja 2,1915
3/17/2025,Notebook A,Computadores,66,3000,273000,Loja 2,1916
8/1/2024,Tablet B,Celular,66,1000,27000,Loja 2,1917
3/8/2025,Tablet B,Celular,66,1000,86000,Loja 2,1918
8/4/2024,Tablet B,Celular,66,1000,37000,Loja 2,1919
6/10/2024,Tablet B,Celular,66,1000,17000,Loja 2,1920
4/22/2025,Notebook B,Computadores,66,2500,157500,Loja 2,1921
10/15/2024,Tablet B,Celular,66,1000,59000,Loja 2,1922
8/26/2024,Tablet A,Celular,66,1100,97900,Loja 2,1923
12/21/2024,Tablet B,Celular,66,1000,4000,Loja 2,1924
4/14/2025,Smartfone A,Celular,67,2200,28600,Loja 2,1925
7/1/2024,Notebook A,Computadores,67,3000,210000,Loja 2,1926
4/19/2025,Tablet B,Celular,67,1000,94000,Loja 2,1927
7/3/2024,Tablet C,Celular,67,800,54400,Loja 2,1928
11/19/2024,Smartfone B,Celular,67,2000,12000,Loja 2,1929
11/28/2024,Smartfone B,Celular,67,2000,102000,Loja 2,1930
5/26/2024,Tablet B,Celular,67,1000,69000,Loja 2,1931
7/19/2024,Smartfone B,Celular,67,2000,180000,Loja 2,1932
1/25/2025,Notebook B,Computadores,67,2500,132500,Loja 2,1933
11/30/2024,Tablet C,Celular,67,800,77600,Loja 2,1934
7/24/2024,Tablet B,Celular,67,1000,85000,Loja 2,1935
11/27/2024,Tablet A,Celular,67,1100,31900,Loja 2,1936
5/24/2024,Tablet B,Celular,67,1000,64000,Loja 2,1937
10/25/2024,Notebook B,Computadores,67,2500,12500,Loja 2,1938
9/3/2024,Notebook B,Computadores,67,2500,97500,Loja 2,1939
9/29/2024,Smartfone B,Celular,67,2000,152000,Loja 2,1940
10/2/2024,Tablet C,Celular,67,800,33600,Loja 2,1941
2/11/2025,Tablet B,Celular,67,1000,28000,Loja 2,1942
4/6/2025,Smartfone A,Celular,67,2200,215600,Loja 2,1943
1/1/2025,Smartfone A,Celular,67,2200,112200,Loja 2,1944
11/20/2024,Tablet A,Celular,67,1100,70400,Loja 2,1945
5/18/2024,Tablet B,Celular,67,1000,16000,Loja 2,1946
12/22/2024,Notebook B,Computadores,67,2500,132500,Loja 2,1947
8/21/2024,Tablet B,Celular,67,1000,9000,Loja 2,1948
6/21/2024,Smartfone A,Celular,67,2200,88000,Loja 2,1949
7/12/2024,Tablet A,Celular,67,1100,39600,Loja 2,1950
2/20/2025,Smartfone B,Celular,67,2000,98000,Loja 2,1951
2/11/2025,Notebook A,Computadores,67,3000,216000,Loja 2,1952
9/24/2024,Notebook A,Computadores,67,3000,162000,Loja 2,1953
2/24/2025,Notebook B,Computadores,67,2500,200000,Loja 2,1954
12/5/2024,Tablet A,Celular,67,1100,84700,Loja 2,1955
9/30/2024,Smartfone A,Celular,67,2200,94600,Loja 2,1956
7/31/2024,Notebook A,Computadores,67,3000,57000,Loja 2,1957
2/13/2025,Smartfone A,Celular,67,2200,114400,Loja 2,1958
8/8/2024,Tablet B,Celular,67,1000,63000,Loja 2,1959
10/12/2024,Tablet B,Celular,68,1000,97000,Loja 2,1960
6/11/2024,Tablet B,Celular,68,1000,92000,Loja 2,1961
8/30/2024,Notebook A,Computadores,68,3000,219000,Loja 2,1962
6/3/2024,Notebook B,Computadores,68,2500,42500,Loja 2,1963
1/10/2025,Notebook B,Computadores,68,2500,90000,Loja 2,1964
2/11/2025,Tablet B,Celular,68,1000,13000,Loja 2,1965
10/4/2024,Tablet B,Celular,68,1000,23000,Loja 2,1966
12/2/2024,Tablet B,Celular,68,1000,11000,Loja 2,1967
6/28/2024,Notebook B,Computadores,68,2500,55000,Loja 2,1968
12/2/2024,Smartfone B,Celular,68,2000,102000,Loja 2,1969
8/24/2024,Smartfone B,Celular,68,2000,10000,Loja 2,1970
6/24/2024,Smartfone B,Celular,68,2000,2000,Loja 2,1971
10/1/2024,Tablet B,Celular,68,1000,69000,Loja 2,1972
12/23/2024,Notebook B,Computadores,68,2500,155000,Loja 2,1973
8/6/2024,Tablet B,Celular,68,1000,11000,Loja 2,1974
8/19/2024,Tablet B,Celular,68,1000,84000,Loja 2,1975
9/2/2024,Tablet C,Celular,68,800,16000,Loja 2,1976
8/25/2024,Tablet B,Celular,68,1000,29000,Loja 2,1977
7/18/2024,Tablet A,Celular,68,1100,78100,Loja 2,1978
4/16/2025,Tablet A,Celular,68,1100,1100,Loja 2,1979
6/22/2024,Smartfone B,Celular,68,2000,110000,Loja 2,1980
10/6/2024,Notebook B,Computadores,68,2500,142500,Loja 2,1981
5/27/2024,Tablet C,Celular,68,800,41600,Loja 2,1982
3/29/2025,Tablet B,Celular,68,1000,79000,Loja 2,1983
6/10/2024,Smartfone B,Celular,68,2000,40000,Loja 2,1984
2/1/2025,Smartfone B,Celular,69,2000,46000,Loja 2,1985
7/19/2024,Tablet B,Celular,69,1000,55000,Loja 2,1986
7/28/2024,Tablet C,Celular,69,800,11200,Loja 2,1987
6/3/2024,Tablet A,Celular,69,1100,4400,Loja 2,1988
3/19/2025,Notebook A,Computadores,69,3000,6000,Loja 2,1989
10/10/2024,Tablet C,Celular,69,800,32000,Loja 2,1990
2/3/2025,Smartfone B,Celular,69,2000,82000,Loja 2,1991
4/15/2025,Notebook A,Computadores,69,3000,51000,Loja 2,1992
12/4/2024,Tablet B,Celular,69,1000,81000,Loja 2,1993
7/4/2024,Tablet B,Celular,69,1000,,Loja 2,1994
11/28/2024,Tablet C,Celular,69,800,47200,Loja 2,1995
1/7/2025,Smartfone B,Celular,69,2000,70000,Loja 2,1996
3/15/2025,Smartfone B,Celular,69,2000,120000,Loja 2,1997
2/17/2025,Tablet C,Celular,69,800,20800,Loja 2,1998
4/14/2025,Smartfone B,Celular,69,2000,50000,Loja 2,1999
11/19/2024,Notebook A,Computadores,69,3000,228000,Loja 2,2000
5/3/2024,Tablet A,Celular,69,1200,60000,Loja 3,2001
5/3/2024,Notebook B,Computadores,69,2500,250000,Loja 3,2002
5/4/2024,Tablet A,Celular,69,1200,19200,Loja 3,2003
5/4/2024,Smartfone B,Celular,69,1500,3000,Loja 3,2004
5/4/2024,Notebook A,Computadores,69,3000,150000,Loja 3,2005
5/4/2024,Notebook A,Computadores,69,3000,258000,Loja 3,2006
5/5/2024,Smartfone B,Celular,69,1500,7500,Loja 3,2007
5/5/2024,Notebook A,Computadores,69,3000,18000,Loja 3,2008
5/5/2024,Smartfone B,Celular,69,1500,78000,Loja 3,2009
5/5/2024,Notebook A,Computadores,69,3000,111000,Loja 3,2010
5/6/2024,Smartfone B,Celular,69,1500,16500,Loja 3,2011
5/6/2024,Notebook A,Computadores,69,3000,21000,Loja 3,2012
5/7/2024,Notebook A,Computadores,69,3000,45000,Loja 3,2013
5/7/2024,Notebook A,Computadores,69,3000,345000,Loja 3,2014
5/8/2024,Smartfone B,Celular,69,1500,85500,Loja 3,2015
5/9/2024,Tablet A,Celular,70,1200,108000,Loja 3,2016
5/9/2024,Smartfone B,Celular,70,1500,34500,Loja 3,2017
5/9/2024,Tablet C,Celular,70,800,14400,Loja 3,2018
5/9/2024,Smartfone B,Celular,70,1500,133500,Loja 3,2019
5/9/2024,Smartfone B,Celular,70,1500,55500,Loja 3,2020
5/9/2024,Smartfone B,Celular,70,1500,153000,Loja 3,2021
5/10/2024,Tablet A,Celular,70,1200,56400,Loja 3,2022
5/10/2024,Smartfone B,Celular,70,1500,78000,Loja 3,2023
5/11/2024,Tablet A,Celular,70,1200,20400,Loja 3,2024
5/12/2024,Tablet A,Celular,70,1200,122400,Loja 3,2025
5/12/2024,Tablet A,Celular,70,1200,93600,Loja 3,2026
5/13/2024,Notebook B,Computadores,70,2500,45000,Loja 3,2027
5/13/2024,Notebook B,Computadores,70,2500,260000,Loja 3,2028
5/13/2024,Tablet B,Celular,70,1000,98000,Loja 3,2029
5/13/2024,Smartfone B,Celular,70,1500,6000,Loja 3,2030
5/14/2024,Tablet A,Celular,70,1200,132000,Loja 3,2031
5/14/2024,Smartfone B,Celular,70,1500,78000,Loja 3,2032
5/15/2024,Notebook B,Computadores,70,2500,40000,Loja 3,2033
5/15/2024,Notebook A,Computadores,70,3000,84000,Loja 3,2034
5/15/2024,Notebook A,Computadores,70,3000,219000,Loja 3,2035
5/16/2024,Smartfone B,Celular,71,1500,60000,Loja 3,2036
5/16/2024,Notebook A,Computadores,71,3000,6000,Loja 3,2037
5/16/2024,Tablet A,Celular,71,1200,82800,Loja 3,2038
5/17/2024,Notebook A,Computadores,71,3000,72000,Loja 3,2039
5/18/2024,Tablet A,Celular,71,1200,44400,Loja 3,2040
5/18/2024,Notebook A,Computadores,71,3000,81000,Loja 3,2041
5/19/2024,Tablet A,Celular,71,1200,25200,Loja 3,2042
5/19/2024,Notebook A,Computadores,71,3000,255000,Loja 3,2043
5/20/2024,Notebook B,Computadores,71,2500,272500,Loja 3,2044
5/20/2024,Tablet A,Celular,71,1200,15600,Loja 3,2045
5/21/2024,Notebook B,Computadores,71,2500,120000,Loja 3,2046
5/22/2024,Smartfone B,Celular,71,1500,139500,Loja 3,2047
5/22/2024,Tablet B,Celular,71,1000,10000,Loja 3,2048
5/23/2024,Notebook A,Computadores,71,3000,192000,Loja 3,2049
5/23/2024,Tablet C,Celular,71,800,17600,Loja 3,2050
5/24/2024,Tablet A,Celular,71,1200,67200,Loja 3,2051
5/24/2024,Notebook A,Computadores,71,3000,102000,Loja 3,2052
5/24/2024,Notebook A,Computadores,71,3000,345000,Loja 3,2053
